,SupplierTransactionID,SupplierID,PurchaseOrderID,SupplierInvoiceNumber,TransactionDate,AmountExcludingTax,TaxAmount,TransactionAmount,OutstandingBalance,FinalizationDate,IsFinalized
17,1393,5,18.0,205.0,2016-11-07,103680.0,15555.6,119235.59999999999,0.0,2016-11-07,1
18,1400,7,19.0,7476.0,2016-11-07,1882872.0,282430.8,2165302.8,0.0,2016-11-07,1
19,1402,10,20.0,364.0,2016-11-07,2610000.0,391500.0,3001500.0,0.0,2016-11-07,1
20,1408,4,21.0,252.0,2016-11-07,1841760.0,276264.0,2118024.0,0.0,2016-11-07,1
21,1410,5,22.0,9981.0,2016-11-07,56700.0,8506.8,65206.799999999996,0.0,2016-11-07,1
22,1417,7,23.0,9410.0,2016-11-07,1310238.0,196534.8,1506772.7999999998,0.0,2016-11-07,1
23,1419,10,24.0,951.0,2016-11-07,448200.0,67230.0,515430.0,0.0,2016-11-07,1
24,1422,12,25.0,4585.0,2016-11-07,6940080.0,1041011.9999999999,7981092.0,0.0,2016-11-07,1
25,1423,2,,,2016-11-07,0.0,0.0,129790.79999999999,0.0,2016-11-07,1
26,1424,4,,,2016-11-07,0.0,0.0,21659655.6,0.0,2016-11-07,1
27,1425,5,,,2016-11-07,0.0,0.0,1699077.5999999999,0.0,2016-11-07,1
28,1426,7,,,2016-11-07,0.0,0.0,31841535.6,0.0,2016-11-07,1
29,1427,10,,,2016-11-07,0.0,0.0,23980957.200000003,0.0,2016-11-07,1
30,1428,12,,,2016-11-07,0.0,0.0,20055819.6,0.0,2016-11-07,1
31,1873,4,26.0,2648.0,2016-11-08,516960.0,77544.0,594504.0,0.0,2016-11-14,1
32,1880,5,27.0,7934.0,2016-11-08,299700.0,44960.4,344660.4,0.0,2016-11-14,1
33,1882,7,28.0,359.0,2016-11-08,856800.0,128520.0,985320.0,0.0,2016-11-14,1
34,1884,10,29.0,7757.0,2016-11-08,373500.0,56026.799999999996,429526.80000000005,0.0,2016-11-14,1
35,1887,12,30.0,6742.0,2016-11-08,855360.0,128303.99999999999,983664.0,0.0,2016-11-14,1
36,2087,7,31.0,2794.0,2016-11-09,3938400.0,590760.0,4529160.0,0.0,2016-11-14,1
37,2351,4,32.0,2279.0,2016-11-10,60480.0,9072.0,69552.0,0.0,2016-11-14,1
38,2353,5,33.0,5876.0,2016-11-10,45360.0,6803.999999999999,52164.0,0.0,2016-11-14,1
39,2356,7,34.0,1910.0,2016-11-10,3816000.0,572400.0,4388400.0,0.0,2016-11-14,1
40,2358,10,35.0,5538.0,2016-11-10,3069000.0,460350.0,3529350.0,0.0,2016-11-14,1
41,2719,4,36.0,1677.0,2016-11-11,447120.0,67068.0,514188.0,0.0,2016-11-14,1
42,2721,5,37.0,8004.0,2016-11-11,51840.0,7776.000000000001,59616.0,0.0,2016-11-14,1
43,2723,7,38.0,9443.0,2016-11-11,183600.0,27540.0,211140.0,0.0,2016-11-14,1
44,3236,4,39.0,1097.0,2016-11-14,952560.0,142884.0,1095444.0,0.0,2016-11-14,1
45,3241,5,40.0,691.0,2016-11-14,199260.0,29890.8,229150.8,0.0,2016-11-14,1
46,3244,4,41.0,5086.0,2016-11-14,399600.0,59940.0,459540.0,0.0,2016-11-14,1
47,3246,7,42.0,4017.0,2016-11-14,550800.0,82620.0,633420.0,0.0,2016-11-14,1
48,3247,4,,,2016-11-14,0.0,0.0,2733228.0,0.0,2016-11-14,1
49,3248,5,,,2016-11-14,0.0,0.0,685591.2000000001,0.0,2016-11-14,1
50,3249,7,,,2016-11-14,0.0,0.0,10747440.0,0.0,2016-11-14,1
51,3250,10,,,2016-11-14,0.0,0.0,3958876.8,0.0,2016-11-14,1
52,3251,12,,,2016-11-14,0.0,0.0,983664.0,0.0,2016-11-14,1
53,3574,4,43.0,9295.0,2016-11-15,1313280.0,196992.00000000003,1510272.0,0.0,2016-11-21,1
54,3576,5,44.0,3601.0,2016-11-15,53460.0,8020.8,61480.8,0.0,2016-11-21,1
55,3578,7,45.0,1718.0,2016-11-15,61200.0,9180.0,70380.0,0.0,2016-11-21,1
56,3580,10,46.0,2921.0,2016-11-15,414000.0,62100.0,476100.0,0.0,2016-11-21,1
57,4017,4,47.0,9303.0,2016-11-16,2697840.0,404675.99999999994,3102516.0,0.0,2016-11-21,1
58,4020,5,48.0,1850.0,2016-11-16,106920.0,16041.6,122961.6,0.0,2016-11-21,1
59,4022,10,49.0,5212.0,2016-11-16,491040.0,73656.0,564696.0,0.0,2016-11-21,1
60,4221,4,50.0,3650.0,2016-11-17,2218320.0,332748.0,2551068.0,0.0,2016-11-21,1
61,4467,4,51.0,2677.0,2016-11-18,2732400.0,409860.0,3142260.0,0.0,2016-11-21,1
62,4978,4,52.0,7211.0,2016-11-21,3492720.0,523908.0,4016627.9999999995,0.0,2016-11-21,1
63,4980,5,53.0,2427.0,2016-11-21,51840.0,7776.000000000001,59616.0,0.0,2016-11-21,1
64,4982,4,54.0,2363.0,2016-11-21,272160.0,40824.0,312984.0,0.0,2016-11-21,1
65,4984,5,55.0,9348.0,2016-11-21,50220.0,7534.8,57754.8,0.0,2016-11-21,1
66,4985,4,,,2016-11-21,0.0,0.0,14635728.000000002,0.0,2016-11-21,1
67,4986,5,,,2016-11-21,0.0,0.0,301813.2,0.0,2016-11-21,1
68,4987,7,,,2016-11-21,0.0,0.0,70380.0,0.0,2016-11-21,1
69,4988,10,,,2016-11-21,0.0,0.0,1040796.0,0.0,2016-11-21,1
70,5163,4,56.0,4752.0,2016-11-22,3017520.0,452628.0,3470147.9999999995,0.0,2016-11-28,1
71,5379,4,57.0,1044.0,2016-11-23,3186000.0,477900.0,3663900.0,0.0,2016-11-28,1
72,5695,4,58.0,13.0,2016-11-24,4145040.0,621756.0,4766796.0,0.0,2016-11-28,1
73,5892,4,59.0,1165.0,2016-11-25,5168880.0,775331.9999999999,5944212.0,0.0,2016-11-28,1
74,6448,4,60.0,5931.0,2016-11-28,5168880.0,775331.9999999999,5944212.0,0.0,2016-11-28,1
75,6452,4,61.0,8510.0,2016-11-28,881280.0,132192.0,1013471.9999999999,0.0,2016-11-28,1
76,6454,10,62.0,4482.0,2016-11-28,3173400.0,476010.0,3649410.0,0.0,2016-11-28,1
77,6455,4,,,2016-11-28,0.0,0.0,24802740.0,0.0,2016-11-28,1
78,6456,10,,,2016-11-28,0.0,0.0,3649410.0,0.0,2016-11-28,1
79,6738,4,63.0,5200.0,2016-11-29,5907600.0,886140.0,6793740.0,0.0,2016-12-05,1
80,6740,7,64.0,2590.0,2016-11-29,367200.0,55080.0,422280.0,0.0,2016-12-05,1
81,7129,4,65.0,7448.0,2016-11-30,7138800.0,1070820.0,8209620.0,0.0,2016-12-05,1
82,7131,7,66.0,7195.0,2016-11-30,122400.0,18360.0,140760.0,0.0,2016-12-05,1
83,7503,4,67.0,582.0,2016-12-01,7385040.0,1107756.0,8492796.0,0.0,2016-12-05,1
84,7836,4,68.0,9112.0,2016-12-02,8076240.0,1211436.0,9287676.0,0.0,2016-12-05,1
85,8357,4,69.0,6311.0,2016-12-05,9005040.0,1350756.0,10355796.0,0.0,2016-12-05,1
86,8362,4,70.0,3585.0,2016-12-05,807840.0,121176.00000000001,929016.0,0.0,2016-12-05,1
87,8363,4,,,2016-12-05,0.0,0.0,44068644.0,0.0,2016-12-05,1
88,8364,7,,,2016-12-05,0.0,0.0,563040.0,0.0,2016-12-05,1
89,8623,4,71.0,7488.0,2016-12-06,9558000.0,1433700.0,10991700.0,0.0,2016-12-12,1
90,8814,4,72.0,4979.0,2016-12-07,9644400.0,1446660.0,11091060.0,0.0,2016-12-12,1
91,9009,4,73.0,2141.0,2016-12-08,9657360.0,1448604.0,11105964.0,0.0,2016-12-12,1
92,9181,4,74.0,9898.0,2016-12-09,9471600.0,1420740.0,10892340.0,0.0,2016-12-12,1
93,9699,4,75.0,496.0,2016-12-12,9367920.0,1405188.0,10773108.0,0.0,2016-12-12,1
94,9703,4,76.0,8384.0,2016-12-12,1369440.0,205416.0,1574856.0000000002,0.0,2016-12-12,1
95,9704,4,,,2016-12-12,0.0,0.0,56429027.99999999,0.0,2016-12-12,1
96,10029,4,77.0,2733.0,2016-12-13,10789200.0,1618380.0,12407580.0,0.0,2016-12-19,1
97,10193,4,78.0,4085.0,2016-12-14,11268720.0,1690308.0,12959028.000000002,0.0,2016-12-19,1
98,10370,4,79.0,4936.0,2016-12-15,11895120.0,1784268.0,13679388.000000002,0.0,2016-12-19,1
99,10372,7,80.0,3363.0,2016-12-15,428400.0,64260.0,492660.0,0.0,2016-12-19,1
100,10634,4,81.0,7232.0,2016-12-16,13204080.0,1980612.0,15184691.999999998,0.0,2016-12-19,1
101,10636,7,82.0,6588.0,2016-12-16,734400.0,110160.0,844560.0,0.0,2016-12-19,1
102,11047,4,83.0,3866.0,2016-12-19,12983760.0,1947563.9999999998,14931324.0,0.0,2016-12-19,1
103,11049,7,84.0,1117.0,2016-12-19,489600.0,73440.0,563040.0,0.0,2016-12-19,1
104,11053,4,85.0,6329.0,2016-12-19,518400.0,77760.0,596160.0,0.0,2016-12-19,1
105,11054,4,,,2016-12-19,0.0,0.0,69758172.0,0.0,2016-12-19,1
106,11055,7,,,2016-12-19,0.0,0.0,1900260.0,0.0,2016-12-19,1
107,11269,4,86.0,3252.0,2016-12-20,13532400.0,2029860.0,15562260.0,0.0,2016-12-26,1
108,11271,7,87.0,5623.0,2016-12-20,795600.0,119340.0,914940.0,0.0,2016-12-26,1
109,11524,4,88.0,8265.0,2016-12-21,13536720.0,2030508.0,15567228.000000002,0.0,2016-12-26,1
110,11526,7,89.0,1892.0,2016-12-21,918000.0,137700.0,1055700.0,0.0,2016-12-26,1
111,11819,4,90.0,3951.0,2016-12-22,13992480.0,2098872.0,16091351.999999998,0.0,2016-12-26,1
112,11821,7,91.0,9767.0,2016-12-22,1162800.0,174420.0,1337220.0,0.0,2016-12-26,1
113,12008,4,92.0,5049.0,2016-12-23,13482720.0,2022408.0,15505128.000000002,0.0,2016-12-26,1
114,12010,7,93.0,6105.0,2016-12-23,918000.0,137700.0,1055700.0,0.0,2016-12-26,1
115,12440,4,94.0,8331.0,2016-12-26,13396320.0,2009448.0,15405768.000000002,0.0,2016-12-26,1
116,12442,7,95.0,9031.0,2016-12-26,1468800.0,220320.0,1689120.0,0.0,2016-12-26,1
117,12446,4,96.0,149.0,2016-12-26,738720.0,110808.0,849528.0000000001,0.0,2016-12-26,1
118,12448,7,97.0,6779.0,2016-12-26,612000.0,91800.0,703800.0,0.0,2016-12-26,1
119,12449,4,,,2016-12-26,0.0,0.0,78981264.0,0.0,2016-12-26,1
120,12450,7,,,2016-12-26,0.0,0.0,6756480.0,0.0,2016-12-26,1
121,12611,4,98.0,8792.0,2016-12-27,13115520.0,1967328.0,15082848.000000002,0.0,2017-01-02,1
122,12613,7,99.0,1663.0,2016-12-27,1591200.0,238680.0,1829880.0,0.0,2017-01-02,1
123,12881,4,100.0,5762.0,2016-12-28,13158720.0,1973808.0,15132528.000000002,0.0,2017-01-02,1
124,12883,7,101.0,2466.0,2016-12-28,1346400.0,201960.0,1548360.0,0.0,2017-01-02,1
125,13077,4,102.0,8862.0,2016-12-29,12960000.0,1944000.0,14904000.0,0.0,2017-01-02,1
126,13079,7,103.0,4111.0,2016-12-29,1591200.0,238680.0,1829880.0,0.0,2017-01-02,1
127,13277,4,104.0,6083.0,2016-12-30,13076640.0,1961496.0000000002,15038136.0,0.0,2017-01-02,1
128,13279,7,105.0,9846.0,2016-12-30,1346400.0,201960.0,1548360.0,0.0,2017-01-02,1
129,13834,4,106.0,845.0,2017-01-02,13849920.0,2077488.0,15927408.000000002,0.0,2017-01-02,1
130,13836,7,107.0,9908.0,2017-01-02,1407600.0,211140.0,1618740.0,0.0,2017-01-02,1
131,13842,4,108.0,6244.0,2017-01-02,959040.0,143856.0,1102896.0,0.0,2017-01-02,1
132,13843,4,,,2017-01-02,0.0,0.0,77187816.0,0.0,2017-01-02,1
133,13844,7,,,2017-01-02,0.0,0.0,8375220.0,0.0,2017-01-02,1
134,14211,4,109.0,2164.0,2017-01-03,15791760.0,2368764.0,18160524.0,0.0,2017-01-09,1
135,14213,7,110.0,3906.0,2017-01-03,1713600.0,257040.0,1970640.0,0.0,2017-01-09,1
136,14459,4,111.0,6582.0,2017-01-04,15785280.0,2367792.0,18153072.0,0.0,2017-01-09,1
137,14461,7,112.0,5501.0,2017-01-04,1468800.0,220320.0,1689120.0,0.0,2017-01-09,1
138,14878,4,113.0,8640.0,2017-01-05,15746400.0,2361960.0,18108360.0,0.0,2017-01-09,1
139,14880,7,114.0,2764.0,2017-01-05,1713600.0,257040.0,1970640.0,0.0,2017-01-09,1
140,15277,4,115.0,635.0,2017-01-06,16701120.0,2505168.0,19206288.0,0.0,2017-01-09,1
141,15279,7,116.0,10.0,2017-01-06,1774800.0,266220.0,2041020.0,0.0,2017-01-09,1
142,15861,4,117.0,3769.0,2017-01-09,16467840.0,2470176.0,18938016.0,0.0,2017-01-09,1
143,15863,7,118.0,9407.0,2017-01-09,1958400.0,293760.0,2252160.0,0.0,2017-01-09,1
144,15865,4,119.0,3489.0,2017-01-09,241920.0,36288.0,278208.0,0.0,2017-01-09,1
145,15866,4,,,2017-01-09,0.0,0.0,92844468.0,0.0,2017-01-09,1
146,15867,7,,,2017-01-09,0.0,0.0,9923580.0,0.0,2017-01-09,1
147,16202,4,120.0,1393.0,2017-01-10,17191440.0,2578716.0,19770156.0,0.0,2017-01-16,1
148,16204,7,121.0,8136.0,2017-01-10,1958400.0,293760.0,2252160.0,0.0,2017-01-16,1
149,16596,4,122.0,2145.0,2017-01-11,17878320.0,2681748.0,20560068.0,0.0,2017-01-16,1
150,16598,7,123.0,3431.0,2017-01-11,1713600.0,257040.0,1970640.0,0.0,2017-01-16,1
151,16891,4,124.0,1725.0,2017-01-12,17843760.0,2676564.0,20520324.0,0.0,2017-01-16,1
152,16893,7,125.0,796.0,2017-01-12,2386800.0,358020.0,2744820.0,0.0,2017-01-16,1
153,17288,4,126.0,5081.0,2017-01-13,19541520.0,2931228.0,22472748.0,0.0,2017-01-16,1
154,17290,7,127.0,1536.0,2017-01-13,2142000.0,321300.0,2463300.0,0.0,2017-01-16,1
155,17848,4,128.0,3465.0,2017-01-16,20234880.0,3035232.0000000005,23270112.0,0.0,2017-01-16,1
156,17851,7,129.0,6381.0,2017-01-16,1924848.0,288727.2,2213575.1999999997,0.0,2017-01-16,1
157,17857,4,130.0,595.0,2017-01-16,1628640.0,244296.0,1872936.0000000002,0.0,2017-01-16,1
158,17858,4,,,2017-01-16,0.0,0.0,108466344.00000001,0.0,2017-01-16,1
159,17859,7,,,2017-01-16,0.0,0.0,11644495.2,0.0,2017-01-16,1
160,18039,4,131.0,5638.0,2017-01-17,21524400.0,3228660.0,24753060.0,0.0,2017-01-23,1
161,18041,7,132.0,4145.0,2017-01-17,1836000.0,275400.0,2111400.0,0.0,2017-01-23,1
162,18427,4,133.0,184.0,2017-01-18,22587120.0,3388067.9999999995,25975188.0,0.0,2017-01-23,1
163,18430,7,134.0,1351.0,2017-01-18,1893312.0,283996.8,2177308.8,0.0,2017-01-23,1
164,18797,4,135.0,8521.0,2017-01-19,23263200.0,3489480.0,26752680.0,0.0,2017-01-23,1
165,18800,7,136.0,6501.0,2017-01-19,1731456.0000000002,259718.40000000002,1991174.4,0.0,2017-01-23,1
166,19195,4,137.0,6090.0,2017-01-20,24287040.0,3643056.0,27930096.000000004,0.0,2017-01-23,1
167,19198,7,138.0,7535.0,2017-01-20,2795616.0,419342.39999999997,3214958.4000000004,0.0,2017-01-23,1
168,19667,4,139.0,4037.0,2017-01-23,25446960.0,3817044.0,29264003.999999996,0.0,2017-01-23,1
169,19670,7,140.0,368.0,2017-01-23,2754144.0,413121.6,3167265.5999999996,0.0,2017-01-23,1
170,19672,7,141.0,7669.0,2017-01-23,61200.0,9180.0,70380.0,0.0,2017-01-23,1
171,19673,4,,,2017-01-23,0.0,0.0,134675028.0,0.0,2017-01-23,1
172,19674,7,,,2017-01-23,0.0,0.0,12732487.2,0.0,2017-01-23,1
173,19972,4,142.0,1256.0,2017-01-24,25395120.0,3809267.9999999995,29204388.0,0.0,2017-01-30,1
174,19975,7,143.0,1641.0,2017-01-24,2732400.0,409860.0,3142260.0,0.0,2017-01-30,1
175,20181,4,144.0,9638.0,2017-01-25,25520400.0,3828060.0,29348460.0,0.0,2017-01-30,1
176,20184,7,145.0,2264.0,2017-01-25,2542896.0,381434.39999999997,2924330.4,0.0,2017-01-30,1
177,20583,4,146.0,3934.0,2017-01-26,25632720.0,3844907.9999999995,29477628.0,0.0,2017-01-30,1
178,20586,7,147.0,7287.0,2017-01-26,3068064.0,460209.6,3528273.6,0.0,2017-01-30,1
179,20767,4,148.0,8477.0,2017-01-27,25576560.0,3836484.0,29413043.999999996,0.0,2017-01-30,1
180,20770,7,149.0,2327.0,2017-01-27,2767968.0,415195.19999999995,3183163.2,0.0,2017-01-30,1
181,21065,4,150.0,4803.0,2017-01-30,25066800.0,3760020.0,28826820.0,0.0,2017-01-30,1
182,21068,7,151.0,4468.0,2017-01-30,3095712.0000000005,464356.80000000005,3560068.8,0.0,2017-01-30,1
183,21073,4,152.0,6299.0,2017-01-30,1062720.0,159408.0,1222128.0,0.0,2017-01-30,1
184,21074,4,,,2017-01-30,0.0,0.0,147492468.0,0.0,2017-01-30,1
185,21075,7,,,2017-01-30,0.0,0.0,16338096.0,0.0,2017-01-30,1
186,21470,4,153.0,8940.0,2017-01-31,26073360.0,3911004.0,29984363.999999996,0.0,2017-02-06,1
187,21473,7,154.0,3874.0,2017-01-31,3595247.9999999995,539287.2,4134535.1999999997,0.0,2017-02-06,1
188,21757,4,155.0,873.0,2017-02-01,26319600.0,3947940.0,30267540.0,0.0,2017-02-06,1
189,21760,7,156.0,7948.0,2017-02-01,3739392.0000000005,560908.7999999999,4300300.8,0.0,2017-02-06,1
190,22020,4,157.0,4746.0,2017-02-02,26805600.0,4020840.0,30826440.0,0.0,2017-02-06,1
191,22023,7,158.0,1433.0,2017-02-02,3747312.0000000005,562096.8,4309408.8,0.0,2017-02-06,1
192,22409,4,159.0,9995.0,2017-02-03,27548640.0,4132296.0,31680936.000000004,0.0,2017-02-06,1
193,22412,7,160.0,2430.0,2017-02-03,3986207.9999999995,597931.2000000001,4584139.2,0.0,2017-02-06,1
194,22931,4,161.0,5240.0,2017-02-06,28628640.0,4294296.0,32922936.000000004,0.0,2017-02-06,1
195,22934,7,162.0,1691.0,2017-02-06,4359312.0,653896.8,5013208.8,0.0,2017-02-06,1
196,22937,4,163.0,743.0,2017-02-06,328320.0,49248.00000000001,377568.0,0.0,2017-02-06,1
197,22939,7,164.0,4720.0,2017-02-06,367200.0,55080.0,422280.0,0.0,2017-02-06,1
198,22940,4,,,2017-02-06,0.0,0.0,156059784.0,0.0,2017-02-06,1
199,22941,7,,,2017-02-06,0.0,0.0,22763872.8,0.0,2017-02-06,1
200,23163,4,165.0,4497.0,2017-02-07,29442960.0,4416444.0,33859404.0,0.0,2017-02-13,1
201,23166,7,166.0,9679.0,2017-02-07,4126320.0,618948.0,4745268.0,0.0,2017-02-13,1
202,23387,4,167.0,4944.0,2017-02-08,30270240.0,4540536.0,34810776.0,0.0,2017-02-13,1
203,23390,7,168.0,4933.0,2017-02-08,4377024.0,656553.6,5033577.6,0.0,2017-02-13,1
204,23762,4,169.0,8141.0,2017-02-09,30615840.0,4592376.0,35208216.0,0.0,2017-02-13,1
205,23765,7,170.0,3324.0,2017-02-09,4104576.0,615686.4,4720262.4,0.0,2017-02-13,1
206,24004,4,171.0,3702.0,2017-02-10,30656880.0,4598532.0,35255412.0,0.0,2017-02-13,1
207,24007,7,172.0,9637.0,2017-02-10,4432320.0,664848.0,5097168.0,0.0,2017-02-13,1
208,24569,4,173.0,8900.0,2017-02-13,31892400.0,4783860.0,36676260.0,0.0,2017-02-13,1
209,24572,7,174.0,8016.0,2017-02-13,4242816.0,636422.4,4879238.4,0.0,2017-02-13,1
210,24577,4,175.0,747.0,2017-02-13,794880.0,119232.0,914111.9999999999,0.0,2017-02-13,1
211,24578,4,,,2017-02-13,0.0,0.0,176724180.0,0.0,2017-02-13,1
212,24579,7,,,2017-02-13,0.0,0.0,24475514.4,0.0,2017-02-13,1
213,24757,4,176.0,6077.0,2017-02-14,32570640.0,4885596.0,37456236.0,0.0,2017-02-20,1
214,24760,7,177.0,6300.0,2017-02-14,3792672.0000000005,568900.8,4361572.8,0.0,2017-02-20,1
215,25137,4,178.0,8267.0,2017-02-15,34335360.0,5150304.0,39485664.0,0.0,2017-02-20,1
216,25140,7,179.0,2075.0,2017-02-15,4112496.0,616874.4,4729370.399999999,0.0,2017-02-20,1
217,25546,4,180.0,7636.0,2017-02-16,34776000.0,5216400.0,39992400.0,0.0,2017-02-20,1
218,25549,7,181.0,3990.0,2017-02-16,4365216.0,654782.4,5019998.4,0.0,2017-02-20,1
219,25832,4,182.0,4990.0,2017-02-17,36337680.0,5450652.0,41788332.0,0.0,2017-02-20,1
220,25835,7,183.0,8389.0,2017-02-17,4615920.0,692388.0,5308308.0,0.0,2017-02-20,1
221,26440,4,184.0,4873.0,2017-02-20,36990000.0,5548500.0,42538500.0,0.0,2017-02-20,1
222,26443,7,185.0,1489.0,2017-02-20,4692960.0,703944.0,5396904.0,0.0,2017-02-20,1
223,26446,4,186.0,3690.0,2017-02-20,384480.0,57671.99999999999,442152.0,0.0,2017-02-20,1
224,26448,7,187.0,5492.0,2017-02-20,69120.0,10368.0,79488.0,0.0,2017-02-20,1
225,26449,4,,,2017-02-20,0.0,0.0,201703284.0,0.0,2017-02-20,1
226,26450,7,,,2017-02-20,0.0,0.0,24895641.599999998,0.0,2017-02-20,1
227,26768,4,188.0,3922.0,2017-02-21,38774160.0,5816124.0,44590284.0,0.0,2017-02-27,1
228,26771,7,189.0,3910.0,2017-02-21,5145120.0,771768.0000000001,5916888.0,0.0,2017-02-27,1
229,27126,4,190.0,9120.0,2017-02-22,39869280.0,5980392.0,45849672.0,0.0,2017-02-27,1
230,27129,7,191.0,976.0,2017-02-22,4845024.0,726753.6,5571777.6,0.0,2017-02-27,1
231,27388,4,192.0,659.0,2017-02-23,40011840.0,6001775.999999999,46013616.0,0.0,2017-02-27,1
232,27391,7,193.0,8800.0,2017-02-23,4892400.0,733860.0,5626260.0,0.0,2017-02-27,1
233,27568,4,194.0,8949.0,2017-02-24,39925440.0,5988815.999999999,45914256.0,0.0,2017-02-27,1
234,27571,7,195.0,5995.0,2017-02-24,4730544.0,709581.6,5440125.6,0.0,2017-02-27,1
235,28130,4,196.0,547.0,2017-02-27,39908160.0,5986224.000000001,45894384.0,0.0,2017-02-27,1
236,28133,7,197.0,2409.0,2017-02-27,4485744.0,672861.6,5158605.6,0.0,2017-02-27,1
237,28137,4,198.0,4447.0,2017-02-27,622080.0,93312.0,715392.0,0.0,2017-02-27,1
238,28139,7,199.0,6850.0,2017-02-27,193536.0,29030.4,222566.4,0.0,2017-02-27,1
239,28140,4,,,2017-02-27,0.0,0.0,228977604.0,0.0,2017-02-27,1
240,28141,7,,,2017-02-27,0.0,0.0,27936223.2,0.0,2017-02-27,1
241,28380,4,200.0,9440.0,2017-02-28,39852000.0,5977800.0,45829800.0,0.0,2017-03-06,1
242,28383,7,201.0,2954.0,2017-02-28,4355568.0,653335.2,5008903.2,0.0,2017-03-06,1
243,28756,4,202.0,2457.0,2017-03-01,39741840.0,5961275.999999999,45703116.0,0.0,2017-03-06,1
244,28759,7,203.0,3772.0,2017-03-01,4171967.9999999995,625795.2,4797763.2,0.0,2017-03-06,1
245,29022,4,204.0,5559.0,2017-03-02,41288400.0,6193260.0,47481660.0,0.0,2017-03-06,1
246,29025,7,205.0,7053.0,2017-03-02,4215456.0,632318.4,4847774.4,0.0,2017-03-06,1
247,29401,4,206.0,930.0,2017-03-03,42444000.0,6366600.0,48810600.0,0.0,2017-03-06,1
248,29404,7,207.0,4440.0,2017-03-03,4237200.0,635580.0,4872780.0,0.0,2017-03-06,1
249,29889,4,208.0,2134.0,2017-03-06,43446240.0,6516935.999999999,49963176.0,0.0,2017-03-06,1
250,29892,7,209.0,1072.0,2017-03-06,4487904.0,673185.6,5161089.600000001,0.0,2017-03-06,1
251,29895,4,210.0,1817.0,2017-03-06,332640.0,49896.0,382535.99999999994,0.0,2017-03-06,1
252,29896,4,,,2017-03-06,0.0,0.0,238170888.00000003,0.0,2017-03-06,1
253,29897,7,,,2017-03-06,0.0,0.0,24688310.4,0.0,2017-03-06,1
254,30303,4,211.0,9385.0,2017-03-07,44554320.0,6683148.0,51237467.99999999,0.0,2017-03-13,1
255,30306,7,212.0,2002.0,2017-03-07,4134527.9999999995,620179.2,4754707.2,0.0,2017-03-13,1
256,30585,4,213.0,7488.0,2017-03-08,44642880.0,6696432.0,51339312.00000001,0.0,2017-03-13,1
257,30588,7,214.0,7275.0,2017-03-08,3834432.0000000005,575164.8,4409596.8,0.0,2017-03-13,1
258,30978,4,215.0,7864.0,2017-03-09,47107440.0,7066115.999999999,54173556.0,0.0,2017-03-13,1
259,30981,7,216.0,6873.0,2017-03-09,3840336.0,576050.4,4416386.4,0.0,2017-03-13,1
260,31394,4,217.0,151.0,2017-03-10,47895840.0,7184375.999999999,55080216.0,0.0,2017-03-13,1
261,31397,7,218.0,7601.0,2017-03-10,4977504.0,746625.6,5724129.600000001,0.0,2017-03-13,1
262,31821,4,219.0,5932.0,2017-03-13,48492000.0,7273800.0,55765800.0,0.0,2017-03-13,1
263,31824,7,220.0,778.0,2017-03-13,5358528.0,803779.2,6162307.2,0.0,2017-03-13,1
264,31827,4,221.0,5982.0,2017-03-13,375840.0,56376.0,432215.99999999994,0.0,2017-03-13,1
